condition,pct,seed,dataset,layer,n_ablated_per_layer,freq_auroc,freq_auroc_std,freq_accuracy
circuit_pos,5.0,0,emotion,17,819,0.9652173913043478,0.008752995767705291,0.8869565217391304
circuit_pos,5.0,0,emotion,18,819,0.9644612476370511,0.007504511622411804,0.882608695652174
circuit_pos,5.0,0,emotion,19,819,0.9618147448015122,0.010242886339617483,0.882608695652174
circuit_pos,5.0,0,emotion,20,819,0.9614366729678638,0.010116512786585787,0.8739130434782609
circuit_pos,5.0,0,emotion,21,819,0.9572778827977316,0.01032627620699253,0.8652173913043478
circuit_pos,5.0,0,emotion,22,819,0.9546313799621927,0.00978614677167845,0.8608695652173914
circuit_pos,5.0,0,emotion,23,819,0.9500945179584122,0.012459173575262047,0.8565217391304347
circuit_pos,5.0,0,emotion,24,819,0.9406427221172023,0.01312949365155791,0.8521739130434781
circuit_pos,5.0,0,emotion,25,819,0.9304347826086957,0.010852703284996107,0.8347826086956521
circuit_pos,5.0,0,emotion,26,819,0.9179584120982988,0.008161449204129654,0.8173913043478261
circuit_pos,5.0,0,emotion,27,819,0.9096408317580339,0.010242886339617435,0.8130434782608695
circuit_pos,5.0,0,emotion,28,819,0.906616257088847,0.01086586605913036,0.808695652173913
circuit_pos,5.0,0,emotion,29,819,0.9005671077504726,0.016155660203570163,0.7956521739130434
circuit_pos,5.0,0,emotion,30,819,0.8926275992438562,0.014115806958483496,0.782608695652174
circuit_pos,5.0,0,emotion,31,819,0.8877126654064271,0.01763614939839789,0.7999999999999999
circuit_pos,10.0,0,emotion,0,1638,0.9448015122873347,0.023287506380997337,0.8739130434782609
circuit_pos,10.0,0,emotion,1,1638,0.9463137996219281,0.02404845957472855,0.8826086956521738
circuit_pos,10.0,0,emotion,2,1638,0.9493383742911152,0.021131476162543874,0.9086956521739131
circuit_pos,10.0,0,emotion,3,1638,0.9561436672967863,0.01261876693253585,0.9
circuit_pos,10.0,0,emotion,4,1638,0.9557655954631379,0.010599505307278802,0.8869565217391304
circuit_pos,10.0,0,emotion,5,1638,0.9614366729678638,0.009902306883711779,0.8913043478260869
circuit_pos,10.0,0,emotion,6,1638,0.9644612476370511,0.007311561287642219,0.8782608695652174
circuit_pos,10.0,0,emotion,7,1638,0.9697542533081286,0.008866570434448827,0.8913043478260869
circuit_pos,10.0,0,emotion,8,1638,0.9701323251417768,0.007784975531937246,0.882608695652174
circuit_pos,10.0,0,emotion,9,1638,0.9712665406427222,0.01072018667580937,0.8913043478260869
circuit_pos,10.0,0,emotion,10,1638,0.9727788279773157,0.008670960257980915,0.9043478260869564
circuit_pos,10.0,0,emotion,11,1638,0.9708884688090738,0.007617936362801504,0.9086956521739129
circuit_pos,10.0,0,emotion,12,1638,0.9716446124763705,0.008453943204158,0.9043478260869564
circuit_pos,10.0,0,emotion,13,1638,0.972022684310019,0.007311561287642228,0.9130434782608695
circuit_pos,10.0,0,emotion,14,1638,0.9705103969754253,0.0077111826292518715,0.8869565217391304
circuit_pos,10.0,0,emotion,15,1638,0.9678638941398866,0.0059778405674260765,0.8826086956521738
circuit_pos,10.0,0,emotion,16,1638,0.9640831758034027,0.0066566415355988505,0.8869565217391304
circuit_pos,10.0,0,emotion,17,1638,0.9652173913043478,0.008752995767705291,0.8869565217391304
circuit_pos,10.0,0,emotion,18,1638,0.9644612476370511,0.007504511622411804,0.882608695652174
circuit_pos,10.0,0,emotion,19,1638,0.9618147448015122,0.010242886339617483,0.882608695652174
circuit_pos,10.0,0,emotion,20,1638,0.9614366729678638,0.010116512786585787,0.8739130434782609
circuit_pos,10.0,0,emotion,21,1638,0.9572778827977316,0.01032627620699253,0.8652173913043478
circuit_pos,10.0,0,emotion,22,1638,0.9546313799621927,0.010422721173603171,0.8652173913043478
circuit_pos,10.0,0,emotion,23,1638,0.9497164461247637,0.01216898067253769,0.8565217391304347
circuit_pos,10.0,0,emotion,24,1638,0.9425330812854442,0.012909921420766586,0.8478260869565217
circuit_pos,10.0,0,emotion,25,1638,0.9270321361058601,0.01187169638420233,0.826086956521739
circuit_pos,10.0,0,emotion,26,1638,0.9137996219281664,0.010045618340708084,0.8130434782608695
circuit_pos,10.0,0,emotion,27,1638,0.9051039697542531,0.015141765137618732,0.8043478260869564
circuit_pos,10.0,0,emotion,28,1638,0.8986767485822306,0.016287833065057114,0.7956521739130435
circuit_pos,10.0,0,emotion,29,1638,0.8930056710775046,0.02264015867157636,0.7869565217391303
circuit_pos,10.0,0,emotion,30,1638,0.8850661625708884,0.02862880153896792,0.782608695652174
circuit_pos,10.0,0,emotion,31,1638,0.879773156899811,0.027617364639318978,0.7956521739130435
circuit_pos,25.0,0,emotion,0,4096,0.9448015122873347,0.023287506380997337,0.8739130434782609
circuit_pos,25.0,0,emotion,1,4096,0.9463137996219281,0.02404845957472855,0.8826086956521738
circuit_pos,25.0,0,emotion,2,4096,0.9493383742911152,0.021131476162543874,0.9086956521739131
circuit_pos,25.0,0,emotion,3,4096,0.9561436672967863,0.01261876693253585,0.9
circuit_pos,25.0,0,emotion,4,4096,0.9557655954631379,0.010599505307278802,0.8869565217391304
circuit_pos,25.0,0,emotion,5,4096,0.9614366729678638,0.009902306883711779,0.8913043478260869
circuit_pos,25.0,0,emotion,6,4096,0.9644612476370511,0.007311561287642219,0.8782608695652174
circuit_pos,25.0,0,emotion,7,4096,0.9697542533081286,0.008866570434448827,0.8913043478260869
circuit_pos,25.0,0,emotion,8,4096,0.9701323251417768,0.007784975531937246,0.882608695652174
circuit_pos,25.0,0,emotion,9,4096,0.9712665406427222,0.01072018667580937,0.8913043478260869
circuit_pos,25.0,0,emotion,10,4096,0.9727788279773157,0.008670960257980915,0.9043478260869564
circuit_pos,25.0,0,emotion,11,4096,0.9708884688090738,0.007617936362801504,0.9086956521739129
circuit_pos,25.0,0,emotion,12,4096,0.9716446124763705,0.008453943204158,0.9043478260869564
circuit_pos,25.0,0,emotion,13,4096,0.972022684310019,0.007311561287642228,0.9130434782608695
circuit_pos,25.0,0,emotion,14,4096,0.9705103969754253,0.0077111826292518715,0.8869565217391304
circuit_pos,25.0,0,emotion,15,4096,0.9678638941398866,0.0059778405674260765,0.8826086956521738
circuit_pos,25.0,0,emotion,16,4096,0.9640831758034027,0.0066566415355988505,0.8869565217391304
circuit_pos,25.0,0,emotion,17,4096,0.9652173913043478,0.008752995767705291,0.8869565217391304
circuit_pos,25.0,0,emotion,18,4096,0.9644612476370511,0.007504511622411804,0.882608695652174
circuit_pos,25.0,0,emotion,19,4096,0.9618147448015122,0.010242886339617483,0.882608695652174
circuit_pos,25.0,0,emotion,20,4096,0.9614366729678638,0.010116512786585787,0.8739130434782609
circuit_pos,25.0,0,emotion,21,4096,0.9572778827977316,0.01032627620699253,0.8652173913043478
circuit_pos,25.0,0,emotion,22,4096,0.9516068052930056,0.010256831732514573,0.8608695652173914
circuit_pos,25.0,0,emotion,23,4096,0.9421550094517958,0.010666719077252085,0.8521739130434781
circuit_pos,25.0,0,emotion,24,4096,0.9361058601134215,0.009959878920468393,0.826086956521739
circuit_pos,25.0,0,emotion,25,4096,0.9228733459357278,0.012039080021240581,0.8130434782608695
circuit_pos,25.0,0,emotion,26,4096,0.9062381852551985,0.008248553583845505,0.8043478260869567
circuit_pos,25.0,0,emotion,27,4096,0.8918714555765594,0.016453727899424533,0.8
circuit_pos,25.0,0,emotion,28,4096,0.8835538752362948,0.01823388363219284,0.7913043478260869
circuit_pos,25.0,0,emotion,29,4096,0.8703213610586011,0.025575099471134607,0.773913043478261
circuit_pos,25.0,0,emotion,30,4096,0.8551984877126653,0.02800284943234963,0.7695652173913043
circuit_pos,25.0,0,emotion,31,4096,0.8495274102079394,0.02963948147072915,0.7521739130434784
circuit_pos,50.0,0,emotion,0,8192,0.9448015122873347,0.023287506380997337,0.8739130434782609
circuit_pos,50.0,0,emotion,1,8192,0.9463137996219281,0.02404845957472855,0.8826086956521738
circuit_pos,50.0,0,emotion,2,8192,0.9493383742911152,0.021131476162543874,0.9086956521739131
circuit_pos,50.0,0,emotion,3,8192,0.9561436672967863,0.01261876693253585,0.9
circuit_pos,50.0,0,emotion,4,8192,0.9557655954631379,0.010599505307278802,0.8869565217391304
circuit_pos,50.0,0,emotion,5,8192,0.9614366729678638,0.009902306883711779,0.8913043478260869
circuit_pos,50.0,0,emotion,6,8192,0.9644612476370511,0.007311561287642219,0.8782608695652174
circuit_pos,50.0,0,emotion,7,8192,0.9697542533081286,0.008866570434448827,0.8913043478260869
circuit_pos,50.0,0,emotion,8,8192,0.9701323251417768,0.007784975531937246,0.882608695652174
circuit_pos,50.0,0,emotion,9,8192,0.9712665406427222,0.01072018667580937,0.8913043478260869
circuit_pos,50.0,0,emotion,10,8192,0.9727788279773157,0.008670960257980915,0.9043478260869564
circuit_pos,50.0,0,emotion,11,8192,0.9708884688090738,0.007617936362801504,0.9086956521739129
circuit_pos,50.0,0,emotion,12,8192,0.9716446124763705,0.008453943204158,0.9043478260869564
circuit_pos,50.0,0,emotion,13,8192,0.972022684310019,0.007311561287642228,0.9130434782608695
circuit_pos,50.0,0,emotion,14,8192,0.9705103969754253,0.0077111826292518715,0.8869565217391304
circuit_pos,50.0,0,emotion,15,8192,0.9678638941398866,0.0059778405674260765,0.8826086956521738
circuit_pos,50.0,0,emotion,16,8192,0.9640831758034027,0.0066566415355988505,0.8869565217391304
circuit_pos,50.0,0,emotion,17,8192,0.9652173913043478,0.008752995767705291,0.8869565217391304
circuit_pos,50.0,0,emotion,18,8192,0.9644612476370511,0.007504511622411804,0.882608695652174
circuit_pos,50.0,0,emotion,19,8192,0.9618147448015122,0.010242886339617483,0.882608695652174
circuit_pos,50.0,0,emotion,20,8192,0.9614366729678638,0.010116512786585787,0.8739130434782609
circuit_pos,50.0,0,emotion,21,8192,0.9572778827977316,0.01032627620699253,0.8652173913043478
circuit_pos,50.0,0,emotion,22,8192,0.9508506616257089,0.011022593373998623,0.8565217391304347
circuit_pos,50.0,0,emotion,23,8192,0.941398865784499,0.009931134621220163,0.8478260869565217
circuit_pos,50.0,0,emotion,24,8192,0.9349716446124763,0.009307019754322235,0.8434782608695652
circuit_pos,50.0,0,emotion,25,8192,0.9240075614366731,0.012618766932535818,0.8304347826086957
circuit_pos,50.0,0,emotion,26,8192,0.9096408317580341,0.013009187549402857,0.808695652173913
