condition,layer,n_ablated,ablate_layers,dataset,frequency_auroc,frequency_auroc_std,frequency_accuracy,semantic_auroc,semantic_auroc_std,semantic_accuracy,cosine_dist,euclidean_dist
random_10pct_seed2,1,408,"4,5",emotion,0.9368620037807183,0.025519148628636995,0.8652173913043478,0.8452877874136098,0.06160905932978463,0.5108695652173914,0.04335296901742525,2.777412176132202
random_10pct_seed2,2,408,"4,5",emotion,0.9311909262759925,0.03271140778271946,0.8565217391304347,0.8549900734316853,0.051387740838431485,0.5108695652173914,0.0667870362695352,3.3058395385742188
random_10pct_seed2,3,408,"4,5",emotion,0.9565217391304348,0.020005680991036636,0.8956521739130434,0.8633922638034479,0.05847759119292612,0.5434782608695652,0.02029962595076429,2.3495118618011475
random_10pct_seed2,4,408,"4,5",emotion,0.9247637051039697,0.033590996266527284,0.8347826086956521,0.8588223043403964,0.04943956768292893,0.5108695652173912,0.016816536640681834,2.251697540283203
random_10pct_seed2,5,408,"4,5",emotion,0.9194706994328923,0.034909770021894306,0.8521739130434781,0.8760107536834509,0.03576149191018014,0.5271739130434783,0.00041663624998411475,2.6895875930786133
random_10pct_seed3,0,408,"4,5",emotion,0.9368620037807183,0.021205752230442607,0.8478260869565218,0.8227409195336828,0.039934640489146495,0.4945652173913043,0.09537009705524635,2.98159122467041
random_10pct_seed3,1,408,"4,5",emotion,0.9368620037807183,0.025519148628636995,0.8652173913043478,0.8452877874136098,0.06160905932978463,0.5108695652173914,0.04335296901742525,2.777412176132202
random_10pct_seed3,2,408,"4,5",emotion,0.9311909262759925,0.03271140778271946,0.8565217391304347,0.8549900734316853,0.051387740838431485,0.5108695652173914,0.0667870362695352,3.3058395385742188
random_10pct_seed3,3,408,"4,5",emotion,0.9565217391304348,0.020005680991036636,0.8956521739130434,0.8633922638034479,0.05847759119292612,0.5434782608695652,0.02029962595076429,2.3495118618011475
random_10pct_seed3,4,408,"4,5",emotion,0.9232514177693762,0.020797387583327095,0.8304347826086957,0.8572540786150984,0.054938633616256456,0.5163043478260869,0.016345312819440738,2.195474147796631
random_10pct_seed3,5,408,"4,5",emotion,0.9160680529300567,0.008420059527909333,0.8347826086956521,0.8634362599206349,0.04775782364302822,0.5434782608695652,0.00048695624548855676,2.7654531002044678
random_10pct_seed4,0,408,"4,5",emotion,0.9368620037807183,0.021205752230442607,0.8478260869565218,0.8227409195336828,0.039934640489146495,0.4945652173913043,0.09537009705524635,2.98159122467041
random_10pct_seed4,1,408,"4,5",emotion,0.9368620037807183,0.025519148628636995,0.8652173913043478,0.8452877874136098,0.06160905932978463,0.5108695652173914,0.04335296901742525,2.777412176132202
random_10pct_seed4,2,408,"4,5",emotion,0.9311909262759925,0.03271140778271946,0.8565217391304347,0.8549900734316853,0.051387740838431485,0.5108695652173914,0.0667870362695352,3.3058395385742188
random_10pct_seed4,3,408,"4,5",emotion,0.9565217391304348,0.020005680991036636,0.8956521739130434,0.8633922638034479,0.05847759119292612,0.5434782608695652,0.02029962595076429,2.3495118618011475
random_10pct_seed4,4,408,"4,5",emotion,0.9247637051039698,0.01658352529259834,0.8304347826086957,0.863066045796309,0.047525515434094924,0.5489130434782609,0.015863924298779253,2.212939739227295
random_10pct_seed4,5,408,"4,5",emotion,0.9221172022684311,0.01078664848218309,0.8478260869565218,0.8831215408312447,0.03569909472431002,0.5978260869565217,0.000375534252721188,2.811127185821533
clean,0,0,"4,5",medical,0.9867768595041323,0.011210462782025284,0.9181818181818182,0.788888888888889,0.0,0.5,0.07280524581874381,2.304213762283325
